,id,Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,mid_storey,lower,upper,mid,full_flat_type,address,floor_area_sqft,hdb_age,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls,mrt_nearest_distance,mrt_name,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_name,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,vacancy,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,affiliation,sec_sch_latitude,sec_sch_longitude
111876,167762,2017-05,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,22 TO 24,120.0,Standard,1974,915000.0,2017,5,23,22,24,23,5 ROOM Standard,"1, QUEEN'S RD",1291.6799999999998,47,23,1974,Y,N,N,N,N,88,0,0,0,0,88,0,0,0,0,0,0,0,260001,1.317266295,103.8067829,Bukit Timah,1475.215466,,,1.0,161.4162988,1.0,1.0,5.0,40,68,134.02835702108578,Farrer Road,0,0,1.317495323,103.8079666,119.8495495781392,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952544,429.43919262175126,Nanyang Primary School,20,1,1.32111549,103.8064681,419.5460407528291,Saint Margaret's Secondary School,241,0,1.319774641,103.8096022
111877,171376,2013-11,BISHAN,EXECUTIVE,190,BISHAN ST 13,19 TO 21,150.0,Maisonette,1987,1050000.0,2013,11,20,19,21,20,EXECUTIVE Maisonette,"190, BISHAN ST 13",1614.6,34,21,1986,Y,N,N,N,N,76,0,0,0,0,68,8,0,0,0,0,0,0,570190,1.350554927,103.8520445,Bishan,404.4596008,1.0,1.0,1.0,1162.180979,,,9.0,80,77,415.7069663840906,Bishan,1,1,1.350579599,103.848305,228.31082304772275,Kuo Chuan Presby Sch,1.34970265350038,103.85391302825673,289.2364394268367,Kuo Chuan Presbyterian Primary School,45,1,1.349783074,103.8545292,320.3556399064204,Kuo Chuan Presbyterian Secondary School,232,0,1.350109648,103.8548917
111907,171565,2018-03,BISHAN,5 ROOM,135,BISHAN ST 12,19 TO 21,121.0,Improved,1987,820888.0,2018,3,20,19,21,20,5 ROOM Improved,"135, BISHAN ST 12",1302.444,34,25,1986,Y,N,N,N,N,92,0,0,0,0,84,8,0,0,0,0,0,0,571135,1.344919586,103.851518,Bishan,674.8789534,,1.0,2.0,604.0454627,,3.0,7.0,80,77,710.3514383093496,Braddell,0,0,1.341078755,103.8464118,54.96554441092888,Blk 131,1.34534609724691,103.85126805621526,277.8925396883091,Guangyang Primary School,46,0,1.346042665,103.8492848,111.01692200373974,Guangyang Secondary School,188,0,1.344673253,103.8505502
111928,155188,2020-09,CLEMENTI,5 ROOM,416,CLEMENTI AVE 1,10 TO 12,117.0,Improved,2013,855000.0,2020,9,11,10,12,11,5 ROOM Improved,"416, CLEMENTI AVE 1",1259.388,8,40,2012,Y,N,N,N,N,222,0,0,0,74,148,0,0,0,0,0,0,0,121416,1.309825364,103.7700732,Clementi,618.7966104,,4.0,4.0,505.0529811,,3.0,5.0,18,96,839.7911334462002,Clementi,1,0,1.315405642,103.7649827,188.2766644869653,Aft Clementi Ave 1,1.30904805161426,103.77157783850733,755.8570906585753,Pei Tong Primary School,84,0,1.316148017,103.7675763,221.1277747481765,Nan Hua High School,243,0,1.308141211,103.7690154
111954,94648,2021-01,GEYLANG,5 ROOM,60,DAKOTA CRES,07 TO 09,140.0,Model A-Maisonette,1983,980000.0,2021,1,8,7,9,8,5 ROOM Model A-Maisonette,"60, DAKOTA CRES",1506.9599999999998,38,15,1982,Y,N,N,N,N,162,0,0,0,28,134,0,0,0,0,0,0,0,390060,1.307285341,103.8885056,Geylang,942.189073,,2.0,13.0,316.2418909,2.0,3.0,9.0,168,54,192.5961250530472,Dakota,0,0,1.308825619,103.889298,103.16113616092238,Dakota Stn Exit B/Blk 60,1.30821308595952,103.88850877408412,427.0231984207489,Kong Hwa School,51,0,1.311114219,103.8882094,204.92188503542613,Broadrick Secondary School,188,0,1.30750538,103.8866754
111992,93502,2012-04,BUKIT MERAH,5 ROOM,75A,REDHILL RD,16 TO 20,115.0,Improved,2005,834000.0,2012,4,18,16,20,18,5 ROOM Improved,"75A, REDHILL RD",1237.86,16,30,2005,Y,N,N,N,N,174,0,0,0,116,58,0,0,0,0,0,0,0,151075,1.288053157,103.8152771,Bukit Merah,1080.517799,,,5.0,347.6348014,2.0,5.0,16.0,0,122,271.0211418200051,Redhill,0,0,1.289485876,103.8172494,105.49550141399278,Blk 63B,1.2889706156154,103.81503540991775,233.3240482503003,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,344.0726759387258,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
112004,70735,2015-03,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,19 TO 21,96.0,Type S1,2011,855000.0,2015,3,20,19,21,20,4 ROOM Type S1,"1B, CANTONMENT RD",1033.344,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85201,1.277799407,103.8414034,Outram,423.0998962,1.0,4.0,12.0,238.1193792,2.0,7.0,13.0,52,108,522.0217065166798,Outram Park,0,1,1.281604154,103.8386525,83.33145537984907,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,303.57771183398046,Cantonment Primary School,58,0,1.275505441,103.8399227,1069.4374515122483,Outram Secondary School,188,0,1.286387486,103.8370728
112005,105555,2016-05,ANG MO KIO,5 ROOM,310B,ANG MO KIO AVE 1,13 TO 15,121.0,Improved,2012,880000.0,2016,5,14,13,15,14,5 ROOM Improved,"310B, ANG MO KIO AVE 1",1302.444,9,30,2011,Y,N,N,N,N,165,0,0,0,107,58,0,0,0,0,0,0,0,562310,1.364643209,103.8442566,Ang Mo Kio,704.3499756,,2.0,4.0,455.225938,1.0,4.0,11.0,32,86,828.5188702908054,Ang Mo Kio,1,0,1.369464707,103.849939,79.90578039000386,Blk 310C,1.3643366490774098,103.84490672378502,755.7446123861272,Teck Ghee Primary School,47,0,1.365200631,103.8510322,353.679968472862,Ang Mo Kio Secondary School,224,0,1.367359004,103.8426004
112022,168120,2013-12,QUEENSTOWN,5 ROOM,13,GHIM MOH RD,22 TO 24,125.0,Standard,1977,828000.0,2013,12,23,22,24,23,5 ROOM Standard,"13, GHIM MOH RD",1345.5,44,25,1976,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,272013,1.309494181,103.7887246,Queenstown,281.1096815,2.0,3.0,3.0,179.7068835,2.0,3.0,6.0,72,158,333.70592112979296,Buona Vista,0,1,1.307197257,103.7906566,82.43511643953708,Blk 13,1.30934571218561,103.78945112775229,947.9830637364918,Henry Park Primary School,32,0,1.316725811,103.7842083,971.4394111082464,Fairfield Methodist School,241,0,1.301920884,103.7843681
112026,65523,2021-04,BEDOK,5 ROOM,748A,BEDOK RESERVOIR CRES,04 TO 06,105.0,DBSS,2014,785000.0,2021,4,5,4,6,5,5 ROOM DBSS,"748A, BEDOK RESERVOIR CRES",1130.22,7,15,2014,Y,N,N,N,N,86,0,0,29,29,28,0,0,0,0,0,0,0,471748,1.336419028,103.9209933,Bedok,1494.057196,,,4.0,632.5827678,,2.0,5.0,42,134,356.7324938120098,Bedok North,0,0,1.335166341,103.918039,150.96330488850202,Blk 745,1.3373330466218,103.92199745160045,122.59687939260763,Damai Primary School,56,0,1.335351315,103.9212683,615.8079572322836,Damai Secondary School,188,0,1.33754548,103.9264171
112074,176194,2013-05,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,07 TO 09,148.0,Apartment,1984,820000.0,2013,5,8,7,9,8,EXECUTIVE Apartment,"149, TAMPINES ST 12",1593.072,37,11,1983,Y,N,N,N,N,116,0,0,0,0,0,116,0,0,0,0,0,0,521149,1.351401992,103.9427273,Tampines,158.4248835,5.0,5.0,6.0,328.238243,1.0,2.0,2.0,42,0,354.16074834677005,Tampines,1,1,1.353539082,103.9450896,53.02452578059295,UOB Tampines Ctr,1.35184112001279,103.94254133694142,138.58351684260134,Tampines Primary School,46,0,1.350486398,103.9435731,259.8512759932541,Tampines Secondary School,203,0,1.349434801,103.9439891
112076,56907,2019-08,CLEMENTI,4 ROOM,441B,CLEMENTI AVE 3,07 TO 09,87.0,Model A,2012,826000.0,2019,8,8,7,9,8,4 ROOM Model A,"441B, CLEMENTI AVE 3",936.468,9,40,2011,Y,N,N,N,N,256,0,0,64,192,0,0,0,0,0,0,0,0,122441,1.314576215,103.7641589,Clementi,111.2117754,3.0,3.0,4.0,143.7344588,1.0,4.0,5.0,51,105,129.97151495660708,Clementi,1,0,1.315405642,103.7649827,37.97135811789281,Clementi Int,1.31491572870629,103.76412225438476,183.96212460121168,Clementi Primary School,75,0,1.315808563,103.7630548,251.9177620274775,Clementi Town Secondary School,231,0,1.315474974,103.7620787
112137,149861,2013-11,BUKIT MERAH,5 ROOM,73A,REDHILL RD,22 TO 24,115.0,Improved,2005,867000.0,2013,11,23,22,24,23,5 ROOM Improved,"73A, REDHILL RD",1237.86,16,30,2004,Y,N,N,N,N,162,0,0,0,46,116,0,0,0,0,0,0,0,151073,1.28793757,103.8167909,Bukit Merah,1165.141689,,,5.0,178.82702,3.0,5.0,16.0,0,122,179.5502801540853,Redhill,0,0,1.289485876,103.8172494,61.48099519708934,Blk 72,1.28754723360397,103.81639920301684,280.63945412272125,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,466.5759992931792,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
112156,140426,2015-02,QUEENSTOWN,5 ROOM,62A,STRATHMORE AVE,25 TO 27,118.0,Improved,2011,900000.0,2015,2,26,25,27,26,5 ROOM Improved,"62A, STRATHMORE AVE",1270.1519999999998,10,30,2010,Y,N,N,N,N,110,0,0,0,29,81,0,0,0,0,0,0,0,142062,1.294386975,103.8114265,Queenstown,884.7640811,,1.0,5.0,891.7267672,,2.0,11.0,96,48,583.4888318457146,Queenstown,0,0,1.294250313,103.8061795,228.21077631861496,Aft Dawson Rd,1.29233498466278,103.81146486767658,430.3856706863396,Queenstown Primary School,60,0,1.295988446,103.8079019,216.36522237026605,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
112176,79673,2018-10,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,04 TO 06,96.0,Type S1,2011,850000.0,2018,10,5,4,6,5,4 ROOM Type S1,"1G, CANTONMENT RD",1033.344,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85701,1.275532291,103.8412746,Outram,265.7686709,1.0,3.0,11.0,252.0359481,1.0,4.0,11.0,52,108,627.1995380474676,Tanjong Pagar,0,0,1.276060998,103.8468917,16.416754750234862,Opp Maritime Hse,1.27553472200739,103.84112694400494,150.31682538517973,Cantonment Primary School,58,0,1.275505441,103.8399227,1294.2705361056358,Outram Secondary School,188,0,1.286387486,103.8370728
112178,61944,2020-09,QUEENSTOWN,4 ROOM,50,C'WEALTH DR,16 TO 18,96.0,Model A,2015,840000.0,2020,9,17,16,18,17,4 ROOM Model A,"50, C'WEALTH DR",1033.344,6,40,2013,Y,N,N,N,N,278,0,0,106,133,39,0,0,0,0,0,0,0,142050,1.301129092,103.797123,Queenstown,1075.265163,,,6.0,69.61347576,2.0,4.0,10.0,28,89,211.4259316294772,Commonwealth,0,0,1.302083048,103.7987682,34.91009827332776,Blk 50,1.30097055597804,103.7968519439962,348.2374321538333,New Town Primary School,82,0,1.299811388,103.7999648,516.5747057767868,Queensway Secondary School,214,0,1.300475167,103.8017236
112196,185508,2013-05,PASIR RIS,EXECUTIVE,608,ELIAS RD,13 TO 15,155.0,Apartment,1995,785000.0,2013,5,14,13,15,14,EXECUTIVE Apartment,"608, ELIAS RD",1668.4199999999998,26,17,1994,Y,N,N,N,N,56,0,0,0,0,0,56,0,0,0,0,0,0,510608,1.375821491,103.9430789,Pasir Ris,327.2486743,1.0,2.0,3.0,962.6886901,,1.0,1.0,42,0,770.1709209265716,Pasir Ris,1,0,1.372841969,103.9493334,205.5304237328401,Blk 613,1.3755564005294,103.9412491011933,268.07112572717824,Elias Park Primary School,52,0,1.375033032,103.9453578,1188.738482879306,Meridian Secondary School,208,0,1.367107352,103.9492736
112204,181017,2021-01,TAMPINES,EXECUTIVE,151,TAMPINES ST 12,10 TO 12,150.0,Maisonette,1984,800000.0,2021,1,11,10,12,11,EXECUTIVE Maisonette,"151, TAMPINES ST 12",1614.6,37,11,1983,Y,N,N,N,N,116,0,0,0,0,0,116,0,0,0,0,0,0,521151,1.351400474,103.9437934,Tampines,106.2288574,5.0,5.0,6.0,433.3556653,1.0,2.0,2.0,42,0,278.05052647830206,Tampines,1,1,1.353539082,103.9450896,25.95618462376813,Opp Century Sq,1.35162691843499,103.94385009279505,104.5492549763295,Tampines Primary School,46,0,1.350486398,103.9435731,219.65283698887265,Tampines Secondary School,203,0,1.349434801,103.9439891
112215,156396,2018-11,BUKIT MERAH,4 ROOM,9B,BOON TIONG RD,37 TO 39,92.0,Model A,2016,1008888.0,2018,11,38,37,39,38,4 ROOM Model A,"9B, BOON TIONG RD",990.288,5,40,2014,Y,N,N,N,N,156,0,0,0,78,78,0,0,0,0,0,0,0,163009,1.286814173,103.8289283,Bukit Merah,200.6035595,1.0,2.0,17.0,159.8156613,3.0,6.0,17.0,30,0,244.38730659886764,Tiong Bahru,0,0,1.285764585,103.8269968,129.45181506999165,Ctrl Green Condo,1.28572048365401,103.82852922870951,402.2161679121133,Zhangde Primary School,62,0,1.28449822,103.826149,629.6437553255123,Gan Eng Seng School,223,0,1.289071145,103.8237337
112271,184768,2021-02,BISHAN,EXECUTIVE,119,BISHAN ST 12,04 TO 06,143.0,Maisonette,1987,895000.0,2021,2,5,4,6,5,EXECUTIVE Maisonette,"119, BISHAN ST 12",1539.252,34,13,1986,Y,N,N,N,N,60,0,0,0,0,0,60,0,0,0,0,0,0,570119,1.347349574,103.8505352,Bishan,390.2743861,1.0,1.0,2.0,890.738762,,2.0,9.0,80,77,436.4184425749017,Bishan,1,1,1.350579599,103.848305,132.9306746172293,Opp Guangyang Pr Sch,1.3463999649489298,103.84980877522956,201.0952699780502,Guangyang Primary School,46,0,1.346042665,103.8492848,297.5979887704285,Guangyang Secondary School,188,0,1.344673253,103.8505502
112312,184662,2016-09,KALLANG/WHAMPOA,EXECUTIVE,46,BENDEMEER RD,19 TO 21,146.0,Apartment,1994,838000.0,2016,9,20,19,21,20,EXECUTIVE Apartment,"46, BENDEMEER RD",1571.544,27,21,1993,Y,N,N,N,N,64,0,0,0,0,0,64,0,0,0,0,0,0,339931,1.314942497,103.8613715,Kallang,638.6091004,,4.0,15.0,516.3681999,,2.0,11.0,88,105,222.3891142195976,Bendemeer,0,0,1.313874329,103.8630628,40.35933370779157,Bef Lavender St,1.315304,103.861404,856.619565847298,Hong Wen School,48,0,1.321689285,103.8576518,1076.025735115123,Bendemeer Secondary School,188,0,1.324611113,103.8609703
112318,79633,2018-05,CENTRAL AREA,5 ROOM,1E,CANTONMENT RD,34 TO 36,108.0,Type S2,2011,1080000.0,2018,5,35,34,36,35,5 ROOM Type S2,"1E, CANTONMENT RD",1162.512,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85501,1.276621683,103.8411561,Outram,341.9262826,1.0,3.0,11.0,231.0320966,1.0,5.0,11.0,52,108,620.0042732057801,Outram Park,0,1,1.281604154,103.8386525,64.77888362258923,Maritime Hse,1.2767686109831595,103.84059222200348,184.9488640156234,Cantonment Primary School,58,0,1.275505441,103.8399227,1176.965115463254,Outram Secondary School,188,0,1.286387486,103.8370728
112322,31744,2013-08,BUKIT MERAH,5 ROOM,13,CANTONMENT CL,13 TO 15,110.0,Improved,2003,845800.0,2013,8,14,13,15,14,5 ROOM Improved,"13, CANTONMENT CL",1184.04,18,30,2000,Y,N,N,N,N,145,0,0,29,87,29,0,0,0,0,0,0,0,80013,1.27469944,103.8404854,Bukit Merah,332.4679363,1.0,2.0,10.0,375.9564258,1.0,4.0,11.0,52,108,728.0864132220615,Tanjong Pagar,0,0,1.276060998,103.8468917,117.10208646178944,Opp Maritime Hse,1.27553472200739,103.84112694400494,109.29460765467522,Cantonment Primary School,58,0,1.275505441,103.8399227,1353.888722748132,Outram Secondary School,188,0,1.286387486,103.8370728
112343,169297,2016-05,BUKIT MERAH,5 ROOM,126,BT MERAH VIEW,22 TO 24,128.0,Improved,1996,863000.0,2016,5,23,22,24,23,5 ROOM Improved,"126, BT MERAH VIEW",1377.792,25,25,1995,Y,N,N,N,N,116,0,0,0,0,116,0,0,0,0,0,0,0,152126,1.284606313,103.8232223,Bukit Merah,484.1538071,1.0,1.0,2.0,117.7166943,1.0,8.0,13.0,84,167,438.92114340448336,Tiong Bahru,0,0,1.285764585,103.8269968,177.620917289333,Blk 129,1.28365072319387,103.824502653383,325.5743455433704,Zhangde Primary School,62,0,1.28449822,103.826149,499.7110747547416,Gan Eng Seng School,223,0,1.289071145,103.8237337
112374,100375,2018-03,BUKIT MERAH,5 ROOM,8B,BOON TIONG RD,19 TO 21,115.0,Improved,2005,938000.0,2018,3,20,19,21,20,5 ROOM Improved,"8B, BOON TIONG RD",1237.86,16,21,2003,Y,N,N,N,N,123,0,0,0,83,40,0,0,0,0,0,0,0,165008,1.287016949,103.8303033,Bukit Merah,355.1761905,1.0,2.0,22.0,132.1814587,3.0,6.0,17.0,30,0,393.0681311457497,Tiong Bahru,0,0,1.285764585,103.8269968,244.2890828285444,Ctrl Green Condo,1.28572048365401,103.82852922870951,540.1088507518423,Zhangde Primary School,62,0,1.28449822,103.826149,755.7922233198652,Outram Secondary School,188,0,1.286387486,103.8370728
112392,148035,2018-09,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,04 TO 06,112.0,DBSS,2011,820000.0,2018,9,5,4,6,5,5 ROOM DBSS,"588A, ANG MO KIO ST 52",1205.568,10,30,2011,Y,N,N,N,N,145,0,0,0,30,115,0,0,0,0,0,0,0,561588,1.372076889,103.8527861,Ang Mo Kio,564.0767925,,2.0,3.0,197.5881252,1.0,3.0,11.0,50,100,429.5757263915439,Ang Mo Kio,1,0,1.369464707,103.849939,100.5292720736392,Opp Blk 522,1.3727083329713703,103.85213888899418,110.30259016040246,Jing Shan Primary School,36,0,1.371892676,103.8518111,284.0693119451027,Anderson Secondary School,245,0,1.374242189,103.85143
112428,70737,2015-08,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,40 TO 42,93.0,Type S1,2011,910000.0,2015,8,41,40,42,41,4 ROOM Type S1,"1B, CANTONMENT RD",1001.052,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85201,1.277799407,103.8414034,Outram,423.0998962,1.0,4.0,12.0,238.1193792,2.0,7.0,13.0,52,108,522.0217065166798,Outram Park,0,1,1.281604154,103.8386525,83.33145537984907,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,303.57771183398046,Cantonment Primary School,58,0,1.275505441,103.8399227,1069.4374515122483,Outram Secondary School,188,0,1.286387486,103.8370728
112433,177974,2017-03,BISHAN,EXECUTIVE,245,BISHAN ST 22,10 TO 12,147.0,Maisonette,1992,893000.0,2017,3,11,10,12,11,EXECUTIVE Maisonette,"245, BISHAN ST 22",1582.308,29,15,1990,Y,Y,N,N,N,76,0,0,0,0,0,76,0,0,0,0,0,0,570245,1.360337274,103.8439634,Bishan,1119.940065,,,4.0,643.9516378,,3.0,9.0,32,86,1187.5033259258769,Bishan,1,1,1.350579599,103.848305,20.2956876941614,Blk 245,1.36018670154842,103.84386020713475,626.3190717976215,Catholic High School,20,1,1.3547888769999998,103.8449341,560.5014011577165,Whitley Secondary School,188,0,1.355494624,103.8425639
112443,70755,2017-04,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,19 TO 21,95.0,Type S1,2011,899000.0,2017,4,20,19,21,20,4 ROOM Type S1,"1B, CANTONMENT RD",1022.58,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85201,1.277799407,103.8414034,Outram,423.0998962,1.0,4.0,12.0,238.1193792,2.0,7.0,13.0,52,108,522.0217065166798,Outram Park,0,1,1.281604154,103.8386525,83.33145537984907,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,303.57771183398046,Cantonment Primary School,58,0,1.275505441,103.8399227,1069.4374515122483,Outram Secondary School,188,0,1.286387486,103.8370728
112456,110930,2015-10,BUKIT MERAH,4 ROOM,56,HAVELOCK RD,37 TO 39,94.0,Model A,2013,850000.0,2015,10,38,37,39,38,4 ROOM Model A,"56, HAVELOCK RD",1011.816,8,40,2011,Y,Y,N,N,N,156,0,0,0,78,78,0,0,0,0,0,0,0,161056,1.290129527,103.8289143,Bukit Merah,449.2523027,2.0,2.0,28.0,246.6071965,3.0,5.0,14.0,30,0,530.1056152489732,Tiong Bahru,0,0,1.285764585,103.8269968,60.50989430981684,Blk 79,1.2906068883948798,103.82865297447871,567.9753758214496,Alexandra Primary School,54,0,1.291299035,103.8239408,587.8121279824361,Gan Eng Seng School,223,0,1.289071145,103.8237337
112464,179124,2015-06,BISHAN,EXECUTIVE,261,BISHAN ST 22,07 TO 09,149.0,Maisonette,1992,868000.0,2015,6,8,7,9,8,EXECUTIVE Maisonette,"261, BISHAN ST 22",1603.836,29,11,1991,Y,Y,N,N,N,85,0,0,0,0,0,85,0,0,0,0,0,0,570261,1.358986893,103.8433244,Bishan,1128.191673,,,4.0,798.4644737,,3.0,9.0,32,86,1086.500768797939,Bishan,1,1,1.350579599,103.848305,118.55491301904024,Blk 257,1.3599433334104498,103.84379568310378,499.920067003046,Catholic High School,20,1,1.3547888769999998,103.8449341,397.41848530509634,Whitley Secondary School,188,0,1.355494624,103.8425639
112476,183323,2018-08,BEDOK,EXECUTIVE,108,LENGKONG TIGA,01 TO 03,154.0,Maisonette,1989,913000.0,2018,8,2,1,3,2,EXECUTIVE Maisonette,"108, LENGKONG TIGA",1657.656,32,9,1988,Y,N,N,N,N,47,0,0,0,0,0,47,0,0,0,0,0,0,410108,1.32456371,103.910131,Bedok,1822.004722,,,1.0,809.7951773,,1.0,6.0,42,71,510.6801933348777,Kembangan,0,0,1.320929673,103.91294,142.1168576540646,Blk 102,1.32539968158209,103.91109803643086,640.1862290986154,Eunos Primary School,26,0,1.324388358,103.9043748,981.5828863938464,Manjusri Secondary School,188,0,1.327520222,103.901811
112480,173430,2016-09,BUKIT BATOK,EXECUTIVE,288A,BT BATOK ST 25,07 TO 09,144.0,Apartment,1997,800000.0,2016,9,8,7,9,8,EXECUTIVE Apartment,"288A, BT BATOK ST 25",1550.0159999999998,24,16,1996,Y,N,N,N,N,90,0,0,0,0,30,60,0,0,0,0,0,0,650288,1.34507654,103.760512,Bukit Batok,1398.103672,,,4.0,1804.553683,,,1.0,84,95,1273.5706443565878,Bukit Batok,1,0,1.34956122,103.74997009999998,197.28303683007928,Blk 288C,1.3463849279043505,103.75931336284916,472.54194535999454,Keming Primary School,39,0,1.3452450530000002,103.7562645,309.9828124552869,Yusof Ishak Secondary School,188,0,1.3423337780000002,103.7600131
112553,100416,2015-08,BUKIT MERAH,5 ROOM,19,JLN MEMBINA,04 TO 06,110.0,Improved,2003,840000.0,2015,8,5,4,6,5,5 ROOM Improved,"19, JLN MEMBINA",1184.04,18,30,2001,Y,N,N,N,N,156,0,0,0,69,87,0,0,0,0,0,0,0,163019,1.285570416,103.8262762,Bukit Merah,139.8512915,1.0,1.0,4.0,340.2465566,3.0,8.0,14.0,32,62,82.9654660303058,Tiong Bahru,0,0,1.285764585,103.8269968,61.02224998979818,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231536,120.05839169837324,Zhangde Primary School,62,0,1.28449822,103.826149,481.05329905107794,Gan Eng Seng School,223,0,1.289071145,103.8237337
112564,160393,2020-07,BEDOK,5 ROOM,747B,BEDOK RESERVOIR CRES,10 TO 12,105.0,DBSS,2014,843000.0,2020,7,11,10,12,11,5 ROOM DBSS,"747B, BEDOK RESERVOIR CRES",1130.22,7,14,2014,Y,N,N,N,N,81,0,0,0,41,40,0,0,0,0,0,0,0,472747,1.336660095,103.9216247,Bedok,1471.148569,,,4.0,610.7130859,,2.0,6.0,42,134,431.825280141019,Bedok North,0,0,1.335166341,103.918039,85.53571685222525,Blk 745,1.3373330466218,103.92199745160045,150.8262756423671,Damai Primary School,56,0,1.335351315,103.9212683,541.765812587314,Damai Secondary School,188,0,1.33754548,103.9264171
112577,82133,2012-10,QUEENSTOWN,5 ROOM,52,STRATHMORE AVE,37 TO 39,110.0,Improved,2006,930000.0,2012,10,38,37,39,38,5 ROOM Improved,"52, STRATHMORE AVE",1184.04,15,40,2005,Y,N,N,N,N,234,0,0,0,156,78,0,0,0,0,0,0,0,141052,1.293313145,103.8082534,Queenstown,566.6384934,,3.0,3.0,588.7440098,,3.0,10.0,47,66,253.00578199385748,Queenstown,0,0,1.294250313,103.8061795,90.55056654800642,Blk 53A CP,1.2931986108138,103.80744694841285,300.0352457116272,Queenstown Primary School,60,0,1.295988446,103.8079019,547.7204046243719,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
112595,169305,2014-02,BUKIT MERAH,5 ROOM,126,BT MERAH VIEW,16 TO 18,140.0,Model A,1996,850000.0,2014,2,17,16,18,17,5 ROOM Model A,"126, BT MERAH VIEW",1506.9599999999998,25,25,1995,Y,N,N,N,N,116,0,0,0,0,116,0,0,0,0,0,0,0,152126,1.284606313,103.8232223,Bukit Merah,484.1538071,1.0,1.0,2.0,117.7166943,1.0,8.0,13.0,84,167,438.92114340448336,Tiong Bahru,0,0,1.285764585,103.8269968,177.620917289333,Blk 129,1.28365072319387,103.824502653383,325.5743455433704,Zhangde Primary School,62,0,1.28449822,103.826149,499.7110747547416,Gan Eng Seng School,223,0,1.289071145,103.8237337
112603,55493,2019-12,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,07 TO 09,113.0,DBSS,2011,910000.0,2019,12,8,7,9,8,5 ROOM DBSS,"7, BOON KENG RD",1216.332,10,40,2011,Y,N,N,N,N,238,0,0,24,56,158,0,0,0,0,0,0,0,330007,1.316789225,103.8617819,Kallang,809.1685313,,3.0,12.0,311.5538282,1.0,1.0,12.0,88,105,173.59926338181734,Boon Keng,0,0,1.317911495,103.8606963,47.93319000547841,Blk 7,1.3171830559684898,103.86195722198198,712.5093981084984,Hong Wen School,48,0,1.321689285,103.8576518,874.4212115711738,Bendemeer Secondary School,188,0,1.324611113,103.8609703
112606,128019,2019-12,TOA PAYOH,5 ROOM,122,LOR 2 TOA PAYOH,04 TO 06,121.0,Improved,1999,828000.0,2019,12,5,4,6,5,5 ROOM Improved,"122, LOR 2 TOA PAYOH",1302.444,22,20,1998,Y,N,N,N,N,168,0,0,0,91,77,0,0,0,0,0,0,0,310122,1.33980524,103.8462812,Toa Payoh,846.9149137,,1.0,4.0,246.4218666,2.0,5.0,7.0,40,108,142.35067853901282,Braddell,0,0,1.341078755,103.8464118,73.90636883481913,Blk 121,1.33918030742933,103.84650759525915,313.2740934072749,Kheng Cheng School,75,0,1.337407636,103.8477611,679.7837189222632,Beatty Secondary School,211,0,1.341790511,103.85206490000002
